model_id,rows,users,positives,prevalence,average_precision,roc_auc,log_loss,brier,ece20_equal_width,user_gauc_event_weighted,user_gauc_user_equal,user_gauc_eligible_users,user_gauc_eligible_rows,user_gauc_eligible_user_fraction,user_gauc_eligible_row_fraction
BL0,1641098,943,525942,0.3204817750067333,0.32490554499140334,0.5060778791871731,0.6273593455046059,0.21782807799524626,0.007801595764764191,0.49837062566887735,0.4996440619835563,935,1641070,0.9915164369034994,0.9999829382523164
BL1,1641098,943,525942,0.3204817750067333,0.5440855091948262,0.7293821247955257,0.5539676065156154,0.18702258441615557,0.004575611135386048,0.6035925626602734,0.6068545958665437,935,1641070,0.9915164369034994,0.9999829382523164
BL2,1641098,943,525942,0.3204817750067333,0.5853807348583894,0.7601460301717348,0.5310151003158996,0.17811539608172772,0.005145515627492852,0.6523506351108017,0.6361163437288933,935,1641070,0.9915164369034994,0.9999829382523164
