model_id,rows,users,positives,prevalence,mean_probability,mean_probability_minus_prevalence,average_precision,roc_auc,log_loss,brier,ece20_equal_width,user_gauc_event_weighted,user_gauc_user_equal,user_gauc_eligible_users,user_gauc_eligible_rows,user_gauc_eligible_user_fraction,user_gauc_eligible_row_fraction
original_BL2,23752,967,2063,0.08685584371842371,0.3681910464397229,0.2813352027212992,0.19772982358186858,0.7271275603227907,0.5120757204367286,0.16997817789795622,0.28133520272129914,0.6236395472881322,0.6111376411640327,579,18975,0.5987590486039297,0.7988800943078478
selected_calibrator,23752,967,2063,0.08685584371842371,0.08233311064176695,-0.004522733076656765,0.19772982358186858,0.7271275603227907,0.2689389783373676,0.07482712926178069,0.006724320274894094,0.6236395472881322,0.6111376411640327,579,18975,0.5987590486039297,0.7988800943078478
