model_id,rows,finite_share,below_or_equal_1e_6_share,above_or_equal_1_minus_1e_6_share,minimum,p001,p01,p10,median,p90,p99,p999,maximum
original_BL2,23752,1.0,0.0,0.0,0.008059605973367866,0.02471685972151336,0.047839519628531335,0.12811886202200806,0.347219893584503,0.6431176510117402,0.7960499420710504,0.8545779382709446,0.9076079980169556
selected_calibrator,23752,1.0,0.0,0.0,0.000983561975671003,0.0030614894592187387,0.006051200386700345,0.017494108532007398,0.060549747827225484,0.17922220774912065,0.3210913987806629,0.41591367494945475,0.5434463168673291
