scope,model_id,rows,finite_share,below_or_equal_1e_6_share,above_or_equal_1_minus_1e_6_share,minimum,p001,p01,p10,median,p90,p99,p999,maximum
all_target_rows,ADAM_BL1,43027,1.0,0.0,0.0,0.011185384537570408,0.03559549472263422,0.07135188166343621,0.1762987843907625,0.3789773829322623,0.5777295704971069,0.7135850215978558,0.7863208607366926,0.8859884888021602
all_target_rows,ADAM_BL2,43027,1.0,0.0,0.0,0.008059605973367866,0.02429977219009366,0.04724307749327836,0.12588051822071675,0.3444192281737381,0.6420954346096418,0.796185470279901,0.8586457896200238,0.9256723780463503
