event_date,population,model_id,rows,users,positives,prevalence,average_precision,roc_auc,log_loss,brier,ece20_equal_width,user_gauc_event_weighted,user_gauc_user_equal,user_gauc_eligible_users,user_gauc_eligible_rows,user_gauc_eligible_user_fraction,user_gauc_eligible_row_fraction
2022-05-03,all_target_rows,ADAM_BL1,4029,636,348,0.08637379002233805,0.1681498524553887,0.6993078779816829,0.5257091546728639,0.17343283500142564,0.29680905303525873,0.5658923369367501,0.5786842164433228,187,2014,0.2940251572327044,0.4998758997269794
2022-05-03,all_target_rows,ADAM_BL2,4029,636,348,0.08637379002233805,0.20217304025160948,0.7420600349105535,0.5083015792933404,0.1689239032831239,0.28045047516226695,0.634866936165857,0.6233325206055885,187,2014,0.2940251572327044,0.4998758997269794
2022-05-04,primary_warm_user,BL0,3637,638,336,0.09238383282925489,0.09238383282925489,0.5,0.45475817020887926,0.13542299455723236,0.2270989526532458,0.5,0.5,198,2039,0.3103448275862069,0.5606268902941985
2022-05-04,primary_warm_user,ADAM_BL1,3637,638,336,0.09238383282925489,0.18339119228075101,0.691593276207787,0.5360422419733325,0.17804519136055103,0.2981221563140182,0.5627644892402376,0.5660429269571773,198,2039,0.3103448275862069,0.5606268902941985
2022-05-04,primary_warm_user,ADAM_BL2,3637,638,336,0.09238383282925489,0.22453027595838104,0.7398182008338022,0.5138086903679736,0.17048299510164439,0.27884309819650543,0.6630136318413056,0.6484443847834892,198,2039,0.3103448275862069,0.5606268902941985
2022-05-04,all_target_rows,BL0,3682,646,342,0.09288430200977729,0.09288430200977729,0.5,0.45513659984251553,0.1356036811620719,0.2265984834727234,0.5,0.5,201,2065,0.3111455108359133,0.5608365019011406
2022-05-04,all_target_rows,ADAM_BL1,3682,646,342,0.09288430200977729,0.18326858217570333,0.6913747067268972,0.5358558623999817,0.17793835517819367,0.29747973117077314,0.5663258618266128,0.5705966440967515,201,2065,0.3111455108359133,0.5608365019011406
2022-05-04,all_target_rows,ADAM_BL2,3682,646,342,0.09288430200977729,0.22420745106860795,0.7396846657562068,0.5136434696845511,0.17040499218412414,0.27817824033357574,0.6624273961753995,0.6481405345591549,201,2065,0.3111455108359133,0.5608365019011406
2022-05-05,primary_warm_user,BL0,3593,603,331,0.0921235736153632,0.0921235736153632,0.5,0.4545613752756515,0.1353290320205439,0.22735921186713748,0.5,0.5,162,1724,0.26865671641791045,0.47982187586974673
2022-05-05,primary_warm_user,ADAM_BL1,3593,603,331,0.0921235736153632,0.17371775806012918,0.6786580249360483,0.5283909083937334,0.1743608792544423,0.29086040254335405,0.5599966302763829,0.5843905472529528,162,1724,0.26865671641791045,0.47982187586974673
2022-05-05,primary_warm_user,ADAM_BL2,3593,603,331,0.0921235736153632,0.2021466434285524,0.7179774052950666,0.5192471571475995,0.17237430614875207,0.27871729185512234,0.6058694067279726,0.5950674731319424,162,1724,0.26865671641791045,0.47982187586974673
2022-05-05,all_target_rows,BL0,3642,611,334,0.09170785282811642,0.09170785282811642,0.5,0.45424702811635465,0.13517894250348225,0.22777493265438423,0.5,0.5,165,1748,0.2700490998363339,0.47995606809445357
2022-05-05,all_target_rows,ADAM_BL1,3642,611,334,0.09170785282811642,0.17262983564172202,0.676196880724645,0.528286198378584,0.1742565617759772,0.2910866678058401,0.5553188492512705,0.5753601609073646,165,1748,0.2700490998363339,0.47995606809445357
2022-05-05,all_target_rows,ADAM_BL2,3642,611,334,0.09170785282811642,0.20293726648362892,0.719977517757713,0.5163876669182959,0.17116993534821062,0.2773744431723394,0.6095344540160625,0.596050297384408,165,1748,0.2700490998363339,0.47995606809445357
2022-05-06,primary_warm_user,BL0,4039,609,348,0.08615994057935132,0.08615994057935132,0.5,0.4500519757905454,0.13317595517241307,0.23332284490314947,0.5,0.5,178,2133,0.2922824302134647,0.5281010151027482
2022-05-06,primary_warm_user,ADAM_BL1,4039,609,348,0.08615994057935132,0.1459972139712072,0.6603426476953883,0.5207659331307477,0.17155719861247556,0.28974250008754043,0.5783490843271522,0.5661678764943867,178,2133,0.2922824302134647,0.5281010151027482
2022-05-06,primary_warm_user,ADAM_BL2,4039,609,348,0.08615994057935132,0.1817114090205219,0.7052530697533921,0.5134057364159849,0.1707587522662686,0.27922583942444523,0.6225942036495843,0.6012930608774533,178,2133,0.2922824302134647,0.5281010151027482
2022-05-06,all_target_rows,BL0,4290,616,371,0.08648018648018647,0.08648018648018647,0.5,0.4502941296406588,0.13329157496837185,0.23300259900231424,0.5,0.5,181,2377,0.29383116883116883,0.5540792540792541
2022-05-06,all_target_rows,ADAM_BL1,4290,616,371,0.08648018648018647,0.1443139651224428,0.6561640057526089,0.5199964920387016,0.17103924802939624,0.2888609499086931,0.5817487597804041,0.56643418311716,181,2377,0.29383116883116883,0.5540792540792541
2022-05-06,all_target_rows,ADAM_BL2,4290,616,371,0.08648018648018647,0.1793209356078552,0.7017247510057093,0.5095884374657714,0.16879739437209376,0.27610471052903307,0.6308676168588356,0.6003235012435114,181,2377,0.29383116883116883,0.5540792540792541
2022-05-07,primary_warm_user,BL0,3790,627,310,0.08179419525065963,0.08179419525065963,0.5,0.44675081865723,0.13159977080035667,0.23768859023184113,0.5,0.5,173,1762,0.2759170653907496,0.46490765171503956
2022-05-07,primary_warm_user,ADAM_BL1,3790,627,310,0.08179419525065963,0.17586241466841385,0.697007786429366,0.5119655586253795,0.16734246496226451,0.29323945036043353,0.5718318961797417,0.5584502355152,173,1762,0.2759170653907496,0.46490765171503956
2022-05-07,primary_warm_user,ADAM_BL2,3790,627,310,0.08179419525065963,0.20627906189355422,0.7470457916203188,0.4988439264944771,0.16404024790397498,0.2808788159887867,0.6081353088231666,0.584425978943238,173,1762,0.2759170653907496,0.46490765171503956
2022-05-07,all_target_rows,BL0,3885,638,318,0.08185328185328185,0.08185328185328185,0.5,0.4467954969756028,0.13162110309819802,0.23762950362921892,0.5,0.5,176,1794,0.27586206896551724,0.4617760617760618
2022-05-07,all_target_rows,ADAM_BL1,3885,638,318,0.08185328185328185,0.17515336536592738,0.6964223057975538,0.5117959299133563,0.16719312824589097,0.29317496338153864,0.5752243124043033,0.5629172113958413,176,1794,0.27586206896551724,0.4617760617760618
2022-05-07,all_target_rows,ADAM_BL2,3885,638,318,0.08185328185328185,0.20387445226097534,0.7449674073838982,0.4986147919117379,0.1638398176662581,0.28046316053846987,0.6103513442487831,0.5834968065166123,176,1794,0.27586206896551724,0.4617760617760618
2022-05-08,primary_warm_user,BL0,4155,642,344,0.08279181708784597,0.08279181708784597,0.5,0.4475051701358962,0.1319599466307381,0.23669096839465473,0.5,0.5,186,2079,0.2897196261682243,0.5003610108303249
2022-05-08,primary_warm_user,ADAM_BL1,4155,642,344,0.08279181708784597,0.15373592459958943,0.671820556162394,0.527526282509717,0.17498586905918218,0.3005195370121911,0.5839972599958341,0.5784204144244838,186,2079,0.2897196261682243,0.5003610108303249
2022-05-08,primary_warm_user,ADAM_BL2,4155,642,344,0.08279181708784597,0.18829001728856481,0.7169111140944512,0.5266735626015768,0.17704555712204192,0.2950310126409189,0.6139276033556037,0.6098583126289107,186,2079,0.2897196261682243,0.5003610108303249
2022-05-08,all_target_rows,BL0,4224,653,350,0.08285984848484848,0.08285984848484848,0.5,0.4475566120580873,0.13198450830731134,0.23662293699765222,0.5,0.5,189,2115,0.2894333843797856,0.5007102272727273
2022-05-08,all_target_rows,ADAM_BL1,4224,653,350,0.08285984848484848,0.15264520371405957,0.6684298252083487,0.52743673162354,0.17489257828880556,0.3001493310684821,0.5806132246799083,0.5738246759239188,189,2115,0.2894333843797856,0.5007102272727273
2022-05-08,all_target_rows,ADAM_BL2,4224,653,350,0.08285984848484848,0.1902821200651309,0.7178132605649383,0.5254979751988865,0.1764291372762138,0.29446027007673536,0.6067559435979354,0.6051162935571994,189,2115,0.2894333843797856,0.5007102272727273
