scope,model_id,rows,finite_share,below_or_equal_1e_6_share,above_or_equal_1_minus_1e_6_share,minimum,p001,p01,p10,median,p90,p99,p999,maximum
all_target_rows,ADAM_BL1,4431299,1.0,0.0,0.0,0.00451923364623406,0.013688106962556497,0.031797824683704,0.10287633954457769,0.31039030730162187,0.5630236060143426,0.7240621820786443,0.8086698322163441,0.9037198663260315
all_target_rows,ADAM_BL2,4431299,1.0,0.0,0.0,0.0031341744100192,0.011452262477542972,0.0255162567018614,0.08292107837228785,0.28304181471667955,0.6041907288428523,0.7833640107055506,0.8629437317879695,0.948160894187369
