stage,stream,model_id,optimizer,learning_rate,steps,terminal_gradient_norm,elapsed_seconds,peak_cuda_memory_bytes,GPU_regularized_training_objective,reference_regularized_training_objective,objective_regret,maximum_allowed_regret,reference_converged,reference_above_GPU,adequacy_passed
sealed_test,ADAM_BL1,BL1,ADAM,0.03,100,0.0007533480529673398,4.675331777001702,4042390016,0.5553144216537476,0.5548946018632746,0.0004198197904730083,0.0027744730093163727,True,False,True
sealed_test,ADAM_BL2,BL2,ADAM,0.03,100,0.0014450745657086372,9.722344803998567,8176387072,0.529608428478241,0.5291244910134291,0.00048393746481190103,0.0026456224550671452,True,False,True
