event_date,population,model_id,rows,users,positives,prevalence,average_precision,roc_auc,log_loss,brier,ece20_equal_width,user_gauc_event_weighted,user_gauc_user_equal,user_gauc_eligible_users,user_gauc_eligible_rows,user_gauc_eligible_user_fraction,user_gauc_eligible_row_fraction
2022-04-22,primary_warm_user,BL0,240122,883,76610,0.319046151539634,0.319046151539634,0.5,0.6261488203567701,0.21725589537658305,0.0004366339428666932,0.5,0.5,840,240014,0.9513023782559457,0.9995502286337778
2022-04-22,primary_warm_user,ADAM_BL1,240122,883,76610,0.319046151539634,0.5484704209400932,0.7263300995281237,0.5545978237471882,0.1870314029466441,0.013026122023196795,0.6159666415343998,0.611782159249951,840,240014,0.9513023782559457,0.9995502286337778
2022-04-22,primary_warm_user,ADAM_BL2,240122,883,76610,0.319046151539634,0.5798021984043958,0.7535481931060424,0.5348531808885221,0.1794325312866667,0.00445929860342644,0.6434445337943349,0.6189090530344231,840,240014,0.9513023782559457,0.9995502286337778
2022-04-22,all_target_rows,BL0,240434,886,76722,0.3190979645141702,0.3190979645141702,0.5,0.6261879987232598,0.21727460164426132,0.0003848209683304793,0.5,0.5,843,240326,0.9514672686230248,0.999550812281125
2022-04-22,all_target_rows,ADAM_BL1,240434,886,76722,0.3190979645141702,0.5483422333754102,0.7261916536009403,0.5547175690865181,0.1870841852337724,0.01303489010782267,0.6159193425332347,0.6117000853373932,843,240326,0.9514672686230248,0.999550812281125
2022-04-22,all_target_rows,ADAM_BL2,240434,886,76722,0.3190979645141702,0.5795755893407777,0.7533008072003903,0.5350585437909283,0.17951800488353703,0.0044027201195977255,0.6433059323907059,0.6186736756574689,843,240326,0.9514672686230248,0.999550812281125
2022-04-23,primary_warm_user,BL0,279691,900,89831,0.3211794444583487,0.3211794444583487,0.5,0.6277619092123622,0.21802608756745553,0.0016966589758479755,0.5,0.5,863,279613,0.9588888888888889,0.9997211208083207
2022-04-23,primary_warm_user,ADAM_BL1,279691,900,89831,0.3211794444583487,0.5501947886713805,0.7336104636318954,0.5513906723298055,0.18623856553401982,0.010467176943684273,0.6167697347616797,0.6209114323957504,863,279613,0.9588888888888889,0.9997211208083207
2022-04-23,primary_warm_user,ADAM_BL2,279691,900,89831,0.3211794444583487,0.5855015409318685,0.7600077872739632,0.5313861986021362,0.17837692670883012,0.004704630197132982,0.6425849445488977,0.6278380033125662,863,279613,0.9588888888888889,0.9997211208083207
2022-04-23,all_target_rows,BL0,280343,904,90142,0.32154182554941624,0.32154182554941624,0.5,0.6280359235750174,0.2181569196177622,0.002059040066915596,0.5,0.5,867,280265,0.959070796460177,0.9997217694039088
